"REF_DATE","GEO","DGUID","North American Industry Classification System (NAICS)","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-05","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","1235.2","","","","1"
"2020-05","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","801.3","","","","1"
"2020-05","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1399.8","","","","1"
"2020-05","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","27222.4","","","","1"
"2020-05","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","868.5","","","","1"
"2020-05","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","556.8","","","","1"
"2020-05","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","981.5","","","","1"
"2020-05","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","38328.4","","","","1"
"2020-05","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","938.1","","","","1"
"2020-05","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","557.4","","","","1"
"2020-05","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","954.8","","","","1"
"2020-05","Canada","2016A000011124","Professional, scientific and technical services [54]","Estimate","Hours","152","thousands","3","v4391527","1.12.1","47651.8","","","","1"
"2020-05","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of estimate","Hours","152","thousands","3","v101894507","1.12.2","1048.9","","","","1"
"2020-05","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of month-to-month change","Hours","152","thousands","3","v101894508","1.12.3","669.1","","","","1"
"2020-05","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of year-over-year change","Hours","152","thousands","3","v101894509","1.12.4","1208.9","","","","1"
"2020-05","Canada","2016A000011124","Business, building and other support services [55-56]","Estimate","Hours","152","thousands","3","v4391529","1.13.1","16624.1","","","","1"
"2020-05","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of estimate","Hours","152","thousands","3","v101894510","1.13.2","687.2","","","","1"
"2020-05","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of month-to-month change","Hours","152","thousands","3","v101894511","1.13.3","485.2","","","","1"
"2020-05","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of year-over-year change","Hours","152","thousands","3","v101894512","1.13.4","879.2","","","","1"
"2020-05","Canada","2016A000011124","Educational services [61]","Estimate","Hours","152","thousands","3","v4391531","1.14.1","32935.7","","","","1"
"2020-05","Canada","2016A000011124","Educational services [61]","Standard error of estimate","Hours","152","thousands","3","v101894513","1.14.2","767.6","","","","1"
"2020-05","Canada","2016A000011124","Educational services [61]","Standard error of month-to-month change","Hours","152","thousands","3","v101894514","1.14.3","554.2","","","","1"
"2020-05","Canada","2016A000011124","Educational services [61]","Standard error of year-over-year change","Hours","152","thousands","3","v101894515","1.14.4","935.8","","","","1"
"2020-05","Canada","2016A000011124","Health care and social assistance [62]","Estimate","Hours","152","thousands","3","v4391533","1.15.1","61796.0","","","","1"
"2020-05","Canada","2016A000011124","Health care and social assistance [62]","Standard error of estimate","Hours","152","thousands","3","v101894516","1.15.2","990.8","","","","1"
"2020-05","Canada","2016A000011124","Health care and social assistance [62]","Standard error of month-to-month change","Hours","152","thousands","3","v101894517","1.15.3","726.0","","","","1"
"2020-05","Canada","2016A000011124","Health care and social assistance [62]","Standard error of year-over-year change","Hours","152","thousands","3","v101894518","1.15.4","1175.1","","","","1"
"2020-05","Canada","2016A000011124","Information, culture and recreation [51, 71]","Estimate","Hours","152","thousands","3","v4391535","1.16.1","15087.1","","","","1"
"2020-05","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of estimate","Hours","152","thousands","3","v101894519","1.16.2","664.6","","","","1"
"2020-05","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of month-to-month change","Hours","152","thousands","3","v101894520","1.16.3","489.5","","","","1"
"2020-05","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of year-over-year change","Hours","152","thousands","3","v101894521","1.16.4","862.0","","","","1"
"2020-05","Canada","2016A000011124","Accommodation and food services [72]","Estimate","Hours","152","thousands","3","v4391537","1.17.1","12408.8","","","","1"
"2020-05","Canada","2016A000011124","Accommodation and food services [72]","Standard error of estimate","Hours","152","thousands","3","v101894522","1.17.2","779.2","","","","1"
"2020-05","Canada","2016A000011124","Accommodation and food services [72]","Standard error of month-to-month change","Hours","152","thousands","3","v101894523","1.17.3","525.5","","","","1"
"2020-05","Canada","2016A000011124","Accommodation and food services [72]","Standard error of year-over-year change","Hours","152","thousands","3","v101894524","1.17.4","975.3","","","","1"
"2020-05","Canada","2016A000011124","Other services (except public administration) [81]","Estimate","Hours","152","thousands","3","v4391539","1.18.1","15473.9","","","","1"
"2020-05","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of estimate","Hours","152","thousands","3","v101894525","1.18.2","665.5","","","","1"
"2020-05","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of month-to-month change","Hours","152","thousands","3","v101894526","1.18.3","440.1","","","","1"
"2020-05","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of year-over-year change","Hours","152","thousands","3","v101894527","1.18.4","798.1","","","","1"
"2020-05","Canada","2016A000011124","Public administration [91]","Estimate","Hours","152","thousands","3","v4391541","1.19.1","32353.6","","","","1"
"2020-05","Canada","2016A000011124","Public administration [91]","Standard error of estimate","Hours","152","thousands","3","v101894528","1.19.2","665.9","","","","1"
"2020-05","Canada","2016A000011124","Public administration [91]","Standard error of month-to-month change","Hours","152","thousands","3","v101894529","1.19.3","451.8","","","","1"
"2020-05","Canada","2016A000011124","Public administration [91]","Standard error of year-over-year change","Hours","152","thousands","3","v101894530","1.19.4","742.8","","","","1"
"2020-06","Canada","2016A000011124","Total actual hours worked, all industries","Estimate","Hours","152","thousands","3","v4391505","1.1.1","533461.8","","","","1"
"2020-06","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of estimate","Hours","152","thousands","3","v101894474","1.1.2","2266.7","","","","1"
"2020-06","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of month-to-month change","Hours","152","thousands","3","v101894475","1.1.3","2086.5","","","","1"
"2020-06","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of year-over-year change","Hours","152","thousands","3","v101894476","1.1.4","2974.0","","","","1"
"2020-06","Canada","2016A000011124","Goods-producing sector","Estimate","Hours","152","thousands","3","v4391507","1.2.1","129556.7","","","","1"
"2020-06","Canada","2016A000011124","Goods-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894477","1.2.2","1487.9","","","","1"
"2020-06","Canada","2016A000011124","Goods-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894478","1.2.3","1032.1","","","","1"
"2020-06","Canada","2016A000011124","Goods-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894479","1.2.4","1719.3","","","","1"
"2020-06","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Estimate","Hours","152","thousands","3","v4391509","1.3.1","11096.3","","","","1"
"2020-06","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of estimate","Hours","152","thousands","3","v101894480","1.3.2","536.3","","","","1"
"2020-06","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of month-to-month change","Hours","152","thousands","3","v101894481","1.3.3","310.0","","","","1"
"2020-06","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of year-over-year change","Hours","152","thousands","3","v101894482","1.3.4","557.2","","","","1"
"2020-06","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Hours","152","thousands","3","v4391511","1.4.1","11411.7","","","","1"
"2020-06","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of estimate","Hours","152","thousands","3","v101894483","1.4.2","437.4","","","","1"
"2020-06","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of month-to-month change","Hours","152","thousands","3","v101894484","1.4.3","344.2","","","","1"
"2020-06","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of year-over-year change","Hours","152","thousands","3","v101894485","1.4.4","524.0","","","","1"
"2020-06","Canada","2016A000011124","Utilities [22]","Estimate","Hours","152","thousands","3","v4391513","1.5.1","5023.6","","","","1"
"2020-06","Canada","2016A000011124","Utilities [22]","Standard error of estimate","Hours","152","thousands","3","v101894486","1.5.2","300.2","","","","1"
"2020-06","Canada","2016A000011124","Utilities [22]","Standard error of month-to-month change","Hours","152","thousands","3","v101894487","1.5.3","170.8","","","","1"
"2020-06","Canada","2016A000011124","Utilities [22]","Standard error of year-over-year change","Hours","152","thousands","3","v101894488","1.5.4","297.5","","","","1"
"2020-06","Canada","2016A000011124","Construction [23]","Estimate","Hours","152","thousands","3","v4391515","1.6.1","44119.3","","","","1"
"2020-06","Canada","2016A000011124","Construction [23]","Standard error of estimate","Hours","152","thousands","3","v101894489","1.6.2","899.3","","","","1"
"2020-06","Canada","2016A000011124","Construction [23]","Standard error of month-to-month change","Hours","152","thousands","3","v101894490","1.6.3","658.9","","","","1"
"2020-06","Canada","2016A000011124","Construction [23]","Standard error of year-over-year change","Hours","152","thousands","3","v101894491","1.6.4","1120.3","","","","1"
"2020-06","Canada","2016A000011124","Manufacturing [31-33]","Estimate","Hours","152","thousands","3","v4391517","1.7.1","57905.7","","","","1"
"2020-06","Canada","2016A000011124","Manufacturing [31-33]","Standard error of estimate","Hours","152","thousands","3","v101894492","1.7.2","996.7","","","","1"
"2020-06","Canada","2016A000011124","Manufacturing [31-33]","Standard error of month-to-month change","Hours","152","thousands","3","v101894493","1.7.3","647.9","","","","1"
"2020-06","Canada","2016A000011124","Manufacturing [31-33]","Standard error of year-over-year change","Hours","152","thousands","3","v101894494","1.7.4","1146.9","","","","1"
"2020-06","Canada","2016A000011124","Services-producing sector","Estimate","Hours","152","thousands","3","v4391519","1.8.1","403905.1","","","","1"
"2020-06","Canada","2016A000011124","Services-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894495","1.8.2","2261.9","","","","1"
"2020-06","Canada","2016A000011124","Services-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894496","1.8.3","1849.1","","","","1"
"2020-06","Canada","2016A000011124","Services-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894497","1.8.4","2768.7","","","","1"
"2020-06","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Estimate","Hours","152","thousands","3","v4391521","1.9.1","78303.5","","","","1"
"2020-06","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","1235.2","","","","1"
"2020-06","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","801.3","","","","1"
"2020-06","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1399.8","","","","1"
"2020-06","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","30217.3","","","","1"
"2020-06","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","868.5","","","","1"
"2020-06","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","556.8","","","","1"
"2020-06","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","981.5","","","","1"
"2020-06","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","39446.5","","","","1"
"2020-06","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","938.1","","","","1"
"2020-06","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","557.4","","","","1"
"2020-06","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","954.8","","","","1"
"2020-06","Canada","2016A000011124","Professional, scientific and technical services [54]","Estimate","Hours","152","thousands","3","v4391527","1.12.1","47932.2","","","","1"
"2020-06","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of estimate","Hours","152","thousands","3","v101894507","1.12.2","1048.9","","","","1"
"2020-06","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of month-to-month change","Hours","152","thousands","3","v101894508","1.12.3","669.1","","","","1"
"2020-06","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of year-over-year change","Hours","152","thousands","3","v101894509","1.12.4","1208.9","","","","1"
"2020-06","Canada","2016A000011124","Business, building and other support services [55-56]","Estimate","Hours","152","thousands","3","v4391529","1.13.1","19362.0","","","","1"
"2020-06","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of estimate","Hours","152","thousands","3","v101894510","1.13.2","687.2","","","","1"
"2020-06","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of month-to-month change","Hours","152","thousands","3","v101894511","1.13.3","485.2","","","","1"
"2020-06","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of year-over-year change","Hours","152","thousands","3","v101894512","1.13.4","879.2","","","","1"
"2020-06","Canada","2016A000011124","Educational services [61]","Estimate","Hours","152","thousands","3","v4391531","1.14.1","35265.4","","","","1"
"2020-06","Canada","2016A000011124","Educational services [61]","Standard error of estimate","Hours","152","thousands","3","v101894513","1.14.2","767.6","","","","1"
"2020-06","Canada","2016A000011124","Educational services [61]","Standard error of month-to-month change","Hours","152","thousands","3","v101894514","1.14.3","554.2","","","","1"
"2020-06","Canada","2016A000011124","Educational services [61]","Standard error of year-over-year change","Hours","152","thousands","3","v101894515","1.14.4","935.8","","","","1"
"2020-06","Canada","2016A000011124","Health care and social assistance [62]","Estimate","Hours","152","thousands","3","v4391533","1.15.1","66958.5","","","","1"
"2020-06","Canada","2016A000011124","Health care and social assistance [62]","Standard error of estimate","Hours","152","thousands","3","v101894516","1.15.2","990.8","","","","1"
"2020-06","Canada","2016A000011124","Health care and social assistance [62]","Standard error of month-to-month change","Hours","152","thousands","3","v101894517","1.15.3","726.0","","","","1"
"2020-06","Canada","2016A000011124","Health care and social assistance [62]","Standard error of year-over-year change","Hours","152","thousands","3","v101894518","1.15.4","1175.1","","","","1"
"2020-06","Canada","2016A000011124","Information, culture and recreation [51, 71]","Estimate","Hours","152","thousands","3","v4391535","1.16.1","17214.9","","","","1"
"2020-06","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of estimate","Hours","152","thousands","3","v101894519","1.16.2","664.6","","","","1"
"2020-06","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of month-to-month change","Hours","152","thousands","3","v101894520","1.16.3","489.5","","","","1"
"2020-06","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of year-over-year change","Hours","152","thousands","3","v101894521","1.16.4","862.0","","","","1"
"2020-06","Canada","2016A000011124","Accommodation and food services [72]","Estimate","Hours","152","thousands","3","v4391537","1.17.1","17745.4","","","","1"
"2020-06","Canada","2016A000011124","Accommodation and food services [72]","Standard error of estimate","Hours","152","thousands","3","v101894522","1.17.2","779.2","","","","1"
"2020-06","Canada","2016A000011124","Accommodation and food services [72]","Standard error of month-to-month change","Hours","152","thousands","3","v101894523","1.17.3","525.5","","","","1"
"2020-06","Canada","2016A000011124","Accommodation and food services [72]","Standard error of year-over-year change","Hours","152","thousands","3","v101894524","1.17.4","975.3","","","","1"
"2020-06","Canada","2016A000011124","Other services (except public administration) [81]","Estimate","Hours","152","thousands","3","v4391539","1.18.1","18849.1","","","","1"
"2020-06","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of estimate","Hours","152","thousands","3","v101894525","1.18.2","665.5","","","","1"
"2020-06","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of month-to-month change","Hours","152","thousands","3","v101894526","1.18.3","440.1","","","","1"
"2020-06","Canada","2016A000011124","Other services (except public administration) [81]","Standard error of year-over-year change","Hours","152","thousands","3","v101894527","1.18.4","798.1","","","","1"
"2020-06","Canada","2016A000011124","Public administration [91]","Estimate","Hours","152","thousands","3","v4391541","1.19.1","32610.4","","","","1"
"2020-06","Canada","2016A000011124","Public administration [91]","Standard error of estimate","Hours","152","thousands","3","v101894528","1.19.2","665.9","","","","1"
"2020-06","Canada","2016A000011124","Public administration [91]","Standard error of month-to-month change","Hours","152","thousands","3","v101894529","1.19.3","451.8","","","","1"
"2020-06","Canada","2016A000011124","Public administration [91]","Standard error of year-over-year change","Hours","152","thousands","3","v101894530","1.19.4","742.8","","","","1"
"2020-07","Canada","2016A000011124","Total actual hours worked, all industries","Estimate","Hours","152","thousands","3","v4391505","1.1.1","561705.9","","","","1"
"2020-07","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of estimate","Hours","152","thousands","3","v101894474","1.1.2","2409.1","","","","1"
"2020-07","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of month-to-month change","Hours","152","thousands","3","v101894475","1.1.3","2224.2","","","","1"
"2020-07","Canada","2016A000011124","Total actual hours worked, all industries","Standard error of year-over-year change","Hours","152","thousands","3","v101894476","1.1.4","3074.8","","","","1"
"2020-07","Canada","2016A000011124","Goods-producing sector","Estimate","Hours","152","thousands","3","v4391507","1.2.1","135104.8","","","","1"
"2020-07","Canada","2016A000011124","Goods-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894477","1.2.2","1474.8","","","","1"
"2020-07","Canada","2016A000011124","Goods-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894478","1.2.3","1092.9","","","","1"
"2020-07","Canada","2016A000011124","Goods-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894479","1.2.4","1732.7","","","","1"
"2020-07","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Estimate","Hours","152","thousands","3","v4391509","1.3.1","10920.0","","","","1"
"2020-07","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of estimate","Hours","152","thousands","3","v101894480","1.3.2","533.4","","","","1"
"2020-07","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of month-to-month change","Hours","152","thousands","3","v101894481","1.3.3","328.5","","","","1"
"2020-07","Canada","2016A000011124","Agriculture [111-112, 1100, 1151-1152]","Standard error of year-over-year change","Hours","152","thousands","3","v101894482","1.3.4","552.2","","","","1"
"2020-07","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Estimate","Hours","152","thousands","3","v4391511","1.4.1","11974.3","","","","1"
"2020-07","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of estimate","Hours","152","thousands","3","v101894483","1.4.2","427.1","","","","1"
"2020-07","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of month-to-month change","Hours","152","thousands","3","v101894484","1.4.3","343.5","","","","1"
"2020-07","Canada","2016A000011124","Forestry, fishing, mining, quarrying, oil and gas [21, 113-114, 1153, 2100]","Standard error of year-over-year change","Hours","152","thousands","3","v101894485","1.4.4","533.4","","","","1"
"2020-07","Canada","2016A000011124","Utilities [22]","Estimate","Hours","152","thousands","3","v4391513","1.5.1","5108.2","","","","1"
"2020-07","Canada","2016A000011124","Utilities [22]","Standard error of estimate","Hours","152","thousands","3","v101894486","1.5.2","299.8","","","","1"
"2020-07","Canada","2016A000011124","Utilities [22]","Standard error of month-to-month change","Hours","152","thousands","3","v101894487","1.5.3","180.7","","","","1"
"2020-07","Canada","2016A000011124","Utilities [22]","Standard error of year-over-year change","Hours","152","thousands","3","v101894488","1.5.4","310.0","","","","1"
"2020-07","Canada","2016A000011124","Construction [23]","Estimate","Hours","152","thousands","3","v4391515","1.6.1","47138.6","","","","1"
"2020-07","Canada","2016A000011124","Construction [23]","Standard error of estimate","Hours","152","thousands","3","v101894489","1.6.2","920.7","","","","1"
"2020-07","Canada","2016A000011124","Construction [23]","Standard error of month-to-month change","Hours","152","thousands","3","v101894490","1.6.3","705.0","","","","1"
"2020-07","Canada","2016A000011124","Construction [23]","Standard error of year-over-year change","Hours","152","thousands","3","v101894491","1.6.4","1124.0","","","","1"
"2020-07","Canada","2016A000011124","Manufacturing [31-33]","Estimate","Hours","152","thousands","3","v4391517","1.7.1","59963.6","","","","1"
"2020-07","Canada","2016A000011124","Manufacturing [31-33]","Standard error of estimate","Hours","152","thousands","3","v101894492","1.7.2","1002.0","","","","1"
"2020-07","Canada","2016A000011124","Manufacturing [31-33]","Standard error of month-to-month change","Hours","152","thousands","3","v101894493","1.7.3","693.8","","","","1"
"2020-07","Canada","2016A000011124","Manufacturing [31-33]","Standard error of year-over-year change","Hours","152","thousands","3","v101894494","1.7.4","1168.5","","","","1"
"2020-07","Canada","2016A000011124","Services-producing sector","Estimate","Hours","152","thousands","3","v4391519","1.8.1","426601.2","","","","1"
"2020-07","Canada","2016A000011124","Services-producing sector","Standard error of estimate","Hours","152","thousands","3","v101894495","1.8.2","2331.6","","","","1"
"2020-07","Canada","2016A000011124","Services-producing sector","Standard error of month-to-month change","Hours","152","thousands","3","v101894496","1.8.3","1972.7","","","","1"
"2020-07","Canada","2016A000011124","Services-producing sector","Standard error of year-over-year change","Hours","152","thousands","3","v101894497","1.8.4","2871.0","","","","1"
"2020-07","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Estimate","Hours","152","thousands","3","v4391521","1.9.1","82940.3","","","","1"
"2020-07","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of estimate","Hours","152","thousands","3","v101894498","1.9.2","1270.7","","","","1"
"2020-07","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of month-to-month change","Hours","152","thousands","3","v101894499","1.9.3","874.8","","","","1"
"2020-07","Canada","2016A000011124","Wholesale and retail trade [41, 44-45]","Standard error of year-over-year change","Hours","152","thousands","3","v101894500","1.9.4","1442.0","","","","1"
"2020-07","Canada","2016A000011124","Transportation and warehousing [48-49]","Estimate","Hours","152","thousands","3","v4391523","1.10.1","32285.3","","","","1"
"2020-07","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of estimate","Hours","152","thousands","3","v101894501","1.10.2","851.4","","","","1"
"2020-07","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of month-to-month change","Hours","152","thousands","3","v101894502","1.10.3","615.0","","","","1"
"2020-07","Canada","2016A000011124","Transportation and warehousing [48-49]","Standard error of year-over-year change","Hours","152","thousands","3","v101894503","1.10.4","1012.7","","","","1"
"2020-07","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Estimate","Hours","152","thousands","3","v4391525","1.11.1","40385.2","","","","1"
"2020-07","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of estimate","Hours","152","thousands","3","v101894504","1.11.2","974.6","","","","1"
"2020-07","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of month-to-month change","Hours","152","thousands","3","v101894505","1.11.3","592.5","","","","1"
"2020-07","Canada","2016A000011124","Finance, insurance, real estate, rental and leasing [52-53]","Standard error of year-over-year change","Hours","152","thousands","3","v101894506","1.11.4","987.7","","","","1"
"2020-07","Canada","2016A000011124","Professional, scientific and technical services [54]","Estimate","Hours","152","thousands","3","v4391527","1.12.1","50808.0","","","","1"
"2020-07","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of estimate","Hours","152","thousands","3","v101894507","1.12.2","1051.8","","","","1"
"2020-07","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of month-to-month change","Hours","152","thousands","3","v101894508","1.12.3","704.8","","","","1"
"2020-07","Canada","2016A000011124","Professional, scientific and technical services [54]","Standard error of year-over-year change","Hours","152","thousands","3","v101894509","1.12.4","1239.8","","","","1"
"2020-07","Canada","2016A000011124","Business, building and other support services [55-56]","Estimate","Hours","152","thousands","3","v4391529","1.13.1","20373.7","","","","1"
"2020-07","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of estimate","Hours","152","thousands","3","v101894510","1.13.2","704.9","","","","1"
"2020-07","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of month-to-month change","Hours","152","thousands","3","v101894511","1.13.3","514.7","","","","1"
"2020-07","Canada","2016A000011124","Business, building and other support services [55-56]","Standard error of year-over-year change","Hours","152","thousands","3","v101894512","1.13.4","900.2","","","","1"
"2020-07","Canada","2016A000011124","Educational services [61]","Estimate","Hours","152","thousands","3","v4391531","1.14.1","34585.4","","","","1"
"2020-07","Canada","2016A000011124","Educational services [61]","Standard error of estimate","Hours","152","thousands","3","v101894513","1.14.2","749.2","","","","1"
"2020-07","Canada","2016A000011124","Educational services [61]","Standard error of month-to-month change","Hours","152","thousands","3","v101894514","1.14.3","594.1","","","","1"
"2020-07","Canada","2016A000011124","Educational services [61]","Standard error of year-over-year change","Hours","152","thousands","3","v101894515","1.14.4","952.1","","","","1"
"2020-07","Canada","2016A000011124","Health care and social assistance [62]","Estimate","Hours","152","thousands","3","v4391533","1.15.1","72079.6","","","","1"
"2020-07","Canada","2016A000011124","Health care and social assistance [62]","Standard error of estimate","Hours","152","thousands","3","v101894516","1.15.2","1016.0","","","","1"
"2020-07","Canada","2016A000011124","Health care and social assistance [62]","Standard error of month-to-month change","Hours","152","thousands","3","v101894517","1.15.3","779.4","","","","1"
"2020-07","Canada","2016A000011124","Health care and social assistance [62]","Standard error of year-over-year change","Hours","152","thousands","3","v101894518","1.15.4","1222.0","","","","1"
"2020-07","Canada","2016A000011124","Information, culture and recreation [51, 71]","Estimate","Hours","152","thousands","3","v4391535","1.16.1","18012.5","","","","1"
"2020-07","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of estimate","Hours","152","thousands","3","v101894519","1.16.2","666.2","","","","1"
"2020-07","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of month-to-month change","Hours","152","thousands","3","v101894520","1.16.3","495.4","","","","1"
"2020-07","Canada","2016A000011124","Information, culture and recreation [51, 71]","Standard error of year-over-year change","Hours","152","thousands","3","v101894521","1.16.4","866.1","","","","1"
"2020-07","Canada","2016A000011124","Accommodation and food services [72]","Estimate","Hours","152","thousands","3","v4391537","1.17.1","20033.4","","","","1"
"2020-07","Canada","2016A000011124","Accommodation and food services [72]","Standard error of estimate","Hours","152","thousands","3","v101894522","1.17.2","711.3","","","","1"
"2020-07","Canada","2016A000011124","Accommodation and food services [72]","Standard error of month-to-month change","Hours","152","thousands","3","v101894523","1.17.3","545.5","","","","1"
