REF_DATE,Open,High,Low,Close,Adj Close,Volume
2009-02,8603,9151.599609,7566.299805,8123,8123,4761913900
2009-03,7997.600098,9018.5,7480,8720.400391,8720.400391,5839440200
2009-04,8647.599609,9568.299805,8617.299805,9324.799805,9324.799805,4857191300
2009-05,9369.200195,10493.09961,9324.799805,10370.09961,10370.09961,4706025200
2009-06,10530.79981,10726,9727.299805,10374.90039,10374.90039,4799342800
2009-07,10374.90039,10841.5,9535.5,10787.2002,10787.2002,3774968400
2009-08,10787.2002,11065.40039,10480.2002,10868.2002,10868.2002,3542276500
2009-09,10840.90039,11648.59961,10634.79981,11395,11395,4535265100
2009-10,11403.29981,11595,10767.59961,10910.79981,10910.79981,4041880800
2009-11,10896.7002,11737.79981,10745.29981,11447.2002,11447.2002,3639444600
2009-12,11574.7002,11816.29981,11248.90039,11746.09961,11746.09961,3322506500
2010-01,11847.29981,12070.7002,11084.29981,11094.29981,11094.29981,3276439600
2010-02,11147.5,11763.29981,10990.40039,11629.59961,11629.59961,3144329300
2010-03,11682.79981,12129.29981,11629.59961,12037.7002,12037.7002,4110928300
2010-04,12069.90039,12321.79981,11954,12210.7002,12210.7002,3925581700
2010-05,12274,12294.59961,11180,11763,11763,4661249300
2010-06,11702.2002,12077,11244,11294.40039,11294.40039,4361343100
2010-07,11294.40039,11822.7002,11065.5,11713.40039,11713.40039,3657327900
2010-08,11713.40039,11990.79981,11469.29981,11913.90039,11913.90039,3919657600
2010-09,11978.29981,12406.40039,11914.2002,12368.7002,12368.7002,4497303100
2010-10,12400.09961,12710.2002,12262.7002,12676.2002,12676.2002,3947914100
2010-11,12725.90039,13114.09961,12501.79981,12952.90039,12952.90039,4668483900
2010-12,13067,13493.59961,12952.90039,13443.2002,13443.2002,4102139700
2011-01,13443.2002,13588.5,13139.5,13552,13552,4636162300
2011-02,13617.7002,14160.7002,13552.29981,14136.5,14136.5,4403932100
2011-03,14167,14329.5,13237.90039,14116.09961,14116.09961,5292244500
2011-04,14118.2002,14315.40039,13584.59961,13944.79981,13944.79981,4024334700
2011-05,13944.79981,14089.09961,13264.79981,13802.90039,13802.90039,3871603900
2011-06,13806.09961,13823.40039,12763.5,13300.90039,13300.90039,4487582600
2011-07,13300.90039,13516.2002,12858.40039,12945.59961,12945.59961,3528913000
2011-08,12945.59961,13010.59961,11617.79981,12768.7002,12768.7002,5560123300
2011-09,12770.7002,12798.5,11293.59961,11623.79981,11623.79981,5118460300
2011-10,11516.90039,12541.79981,10848.2002,12252.09961,12252.09961,4831907400
2011-11,11963.2002,12542.59961,11420.79981,12204.09961,12204.09961,4347381300
2011-12,12174.09961,12268.90039,11468.7002,11955.09961,11955.09961,4195931300
2012-01,12097.2002,12616,11955.90039,12452.2002,12452.2002,4129696600
2012-02,12510.7002,12788.59961,12291.79981,12644,12644,4117625300
2012-03,12643,12731.5,12194.5,12392.2002,12392.2002,4938268500
2012-04,12381.5,12526.59961,11869,12292.7002,12292.7002,3636982100
2012-05,12325.7002,12364.59961,11256.7002,11513.2002,11513.2002,4116747500
2012-06,11413.09961,11824.59961,11209.59961,11596.59961,11596.59961,4100253800
2012-07,11596.59961,11936.2002,11366.7002,11664.7002,11664.7002,3248198800
2012-08,11693.09961,12196.79981,11475.40039,11949.29981,11949.29981,3035865900
2012-09,11978,12529.79981,11904.5,12317.5,12317.5,3642520600
2012-10,12372.5,12494,12137.2002,12422.90039,12422.90039,3116811700
2012-11,12408.5,12511.5,11761.29981,12239.40039,12239.40039,3356105900
2012-12,12253.7002,12457.29981,12095.5,12433.5,12433.5,3468514000
2013-01,12571.79981,12895.29981,12430.40039,12685.2002,12685.2002,3572534100
2013-02,12741.2002,12832.7002,12602.5,12821.79981,12821.79981,3328508900
2013-03,12798.7002,12904.7002,12622.5,12749.90039,12749.90039,3671660900
2013-04,12751.59961,12751.59961,11916.59961,12456.5,12456.5,3845683700
2013-05,12408,12889.29981,12276,12650.40039,12650.40039,579680800
2013-06,12661.2002,12681.2002,11759,12129.09961,12129.09961,37965200
2013-07,12178,12772.09961,12055.59961,12486.59961,12486.59961,552542500
2013-08,12486.59961,12812.59961,12400.09961,12653.90039,12653.90039,2514315900
2013-09,12654.29981,12964.90039,12654.29981,12787.2002,12787.2002,2555871000
2013-10,12787.2002,13471.09961,12678,13361.29981,13361.29981,3396521600
2013-11,13362.90039,13517,13285.2002,13395.40039,13395.40039,2698397100
2013-12,13395.40039,13644.29981,13059.7002,13621.59961,13621.59961,2886736500
2014-01,13621.40039,14002.40039,13473.2002,13694.90039,13694.90039,3958912800
2014-02,13694.90039,14280.90039,13450.29981,14209.59961,14209.59961,3650954400
2014-03,14209.7002,14406.90039,14139.29981,14335.29981,14335.29981,3664332300
2014-04,14335.29981,14662,14221.40039,14651.90039,14651.90039,3506261200
2014-05,14651.90039,14765.2002,14473.79981,14604.2002,14604.2002,2995727100
2014-06,14604.2002,15146,14604.2002,15146,15146,3393673500
2014-07,15146,15527.29981,15021.09961,15330.7002,15330.7002,3323445900
2014-08,15330.79981,15653.40039,15056.09961,15625.7002,15625.7002,2734232600
2014-09,15626.90039,15685.09961,14821.7002,14960.5,14960.5,3736970700
2014-10,14958.5,14958.5,13646.79981,14613.29981,14613.29981,4600707700
2014-11,14632.2002,15184.40039,14327,14744.7002,14744.7002,4009177600
2014-12,14753.5,14789,13635.5,14632.40039,14632.40039,5719021100
2015-01,14637.29981,14853.29981,13892.59961,14673.5,14673.5,5178528700
2015-02,14713.90039,15349,14713.90039,15234.29981,15234.29981,4293263700
2015-03,15240.90039,15283.7002,14606.2002,14902.40039,14902.40039,4479338300
2015-04,14925.2002,15524.79981,14878.5,15224.5,15224.5,3772368300
2015-05,15224.40039,15416.59961,14934.29981,15014.09961,15014.09961,3483023200
2015-06,15040.90039,15182.2002,14482.2002,14553.29981,14553.29981,3725889300
2015-07,14588.2002,14748,13938.90039,14468.40039,14468.40039,3804476900
2015-08,14465.79981,14622.40039,12705.2002,13859.09961,13859.09961,4207264000
2015-09,13691.79981,13876,12964.09961,13307,13307,4457532700
2015-10,13362.5,14053.2002,13086.40039,13529.2002,13529.2002,4839515700
2015-11,13531,13790.09961,13030.5,13469.79981,13469.79981,4013504500
2015-12,13488.40039,13653.7002,12617.7002,13010,13010,4495475300
2016-01,12920.59961,12954.90039,11531.2002,12822.09961,12822.09961,5129644400
2016-02,12766.2002,12984.7002,11985.7002,12860.40039,12860.40039,5553510400
2016-03,12896.29981,13685.5,12858,13494.40039,13494.40039,6115364500
2016-04,13404.59961,13972.59961,13217.2002,13951.5,13951.5,4943424400
2016-05,13963.90039,14172.40039,13535.5,14065.79981,14065.79981,4742128600
2016-06,14017,14450.90039,13609.59961,14064.5,14064.5,5235274600
2016-07,14200.09961,14609,14080.2002,14582.7002,14582.7002,3872760200
2016-08,14555.2002,14855.7002,14428.2002,14598,14598,3807885000
2016-09,14573.29981,14841.40039,14319.09961,14725.90039,14725.90039,4388263300
2016-10,14722.5,14963.59961,14468,14787.29981,14787.29981,3950697400
2016-11,14827.90039,15141,14481.59961,15082.90039,15082.90039,4984695800
2016-12,15138.59961,15432.59961,15000.59961,15287.59961,15287.59961,4472757200
2017-01,15366.79981,15674.29981,15313,15386,15386,4334029700
2017-02,15423.79981,15943.09961,15327.2002,15399.2002,15399.2002,4402140700
2017-03,15534.7002,15664.09961,15241.59961,15547.79981,15547.79981,5236485800
2017-04,15587,15792.59961,15427.29981,15586.09961,15586.09961,3933956300
2017-05,15601.7002,15700.59961,15164.7002,15349.90039,15349.90039,4552021500
2017-06,15363.09961,15594.2002,15078,15182.2002,15182.2002,5044945600
2017-07,15217.40039,15319.2002,14915.79981,15143.90039,15143.90039,3057099700
2017-08,15192.09961,15324.59961,14918.59961,15211.90039,15211.90039,3369669600
2017-09,15194.7002,15692,14953.90039,15634.90039,15634.90039,3870060000
2017-10,15640,16064.7002,15619.2002,16025.59961,16025.59961,3482763100
2017-11,16093.40039,16131.79981,15829.40039,16067.5,16067.5,3888878600
2017-12,16058.2002,16232.2002,15853.09961,16209.09961,16209.09961,3501176100
2018-01,16213.40039,16421.40039,15898.7002,15951.7002,15951.7002,4635890300
2018-02,15920,15922.59961,14785.79981,15442.7002,15442.7002,4449009200
2018-03,15452.7002,15791.2002,15150.5,15367.29981,15367.29981,4324581200
2018-04,15351.2002,15702.59961,14991.2002,15607.90039,15607.90039,4044331800
2018-05,15592.5,16238.79981,15548.7002,16061.5,16061.5,4525260200
2018-06,16075.79981,16489.5,16038,16277.7002,16277.7002,4438640100
2018-07,16332.40039,16586.5,16227.29981,16434,16434,3514022500
2018-08,16383.79981,16494.09961,16075.29981,16262.90039,16262.90039,4362840200
2018-09,16276.29981,16300.7002,15975.79981,16073.09961,16073.09961,4797558000
2018-10,16152.29981,16193.09961,14639.7002,15027.29981,15027.29981,6140889300
2018-11,15032.79981,15393.09961,14810.59961,15197.79981,15197.79981,5580999000
2018-12,15358.90039,15378.90039,13776.90039,14322.90039,14322.90039,5249256700
2019-01,14163.90039,15564.59961,14112.79981,15540.59961,15540.59961,5215379100
2019-02,15562.29981,16115.79981,15483.40039,15999,15999,4753997700
2019-03,16086.29981,16275.29981,15891.90039,16102.09961,16102.09961,5665494600
2019-04,16187.90039,16672.69922,16153.59961,16580.69922,16580.69922,4499161900
2019-05,16580.59961,16604.90039,15963.29981,16037.5,16037.5,4752008500
2019-06,16053.5,16603.90039,15960.90039,16382.2002,16382.2002,4223231600
2019-07,16463.59961,16641.80078,16282.09961,16406.59961,16406.59961,3712162700
2019-08,16389.19922,16505.90039,15964.40039,16442.09961,16442.09961,4342951400
2019-09,16382.5,16947.19922,16328.40039,16658.59961,16658.59961,4682831000
2019-10,16683.59961,16707.5,16198.09961,16483.19922,16483.19922,4059545200
2019-11,16537.69922,17120.90039,16534.90039,17040.19922,17040.19922,4314404900
2019-12,17060.90039,17230.59961,16817,17063.40039,17063.40039,4156688600
2020-01,17131.59961,17666.5,17033.19922,17318.5,17318.5,4661181300
2020-02,17351,17970.5,15896.40039,16263.09961,16263.09961,4968852600
2020-03,16325,16798.19922,11172.7002,13378.79981,13378.79981,10996859000
2020-04,12966.79981,15257.90039,12814,14780.7002,14780.7002,7314581900
2020-05,14563,15342.40039,14187.5,15192.79981,15192.79981,6397636900
2020-06,15177.59961,15980.09961,14934.7002,15515.2002,15515.2002,7063270400
2020-07,15694.09961,16317.90039,15391.7002,16169.2002,16169.2002,4284800500
2020-08,16172.59961,16835.09961,16172.59961,16514.40039,16514.40039,3995197200
2020-09,16533.19922,16725.69922,15725,16121.40039,16121.40039,4935496800
